customer_id,signup_date,home_store,total_lifetime_spend,loyalty_tier
5107,2025-07-31,3,43.84,Bronze
5108,2025-12-31,4,0.31,Bronze
5109,2022-07-14,4,14.74,Bronze
5110,2022-10-01,3,29.41,Bronze
5111,2024-07-02,1,94.66,Bronze
5112,2023-06-13,2,46.32,Bronze
5113,2022-05-13,4,177.4,Bronze
5114,2023-10-19,3,269.55,Silver
5115,2024-02-09,3,220.66,Silver
5116,2023-01-10,2,23.04,Bronze
5117,2022-07-07,4,1082.03,GOLD
5118,2023-08-21,3,89.69,Bronze
5119,2022-08-09,3,146.36,Bronze
5120,2025-02-17,2,61.72,Bronze
5121,2024-04-02,4,104.68,Bronze
5122,2024-08-24,2,103.9,Bronze
5123,2023-03-09,3,534.85,Silver
5124,2024-06-02,1,84.16,Bronze
5125,2023-07-21,2,29.31,Bronze
5126,2023-03-04,2,131.55,BRONZE
5127,2024-03-17,1,41.9,Bronze
5128,2024-05-24,2,152.28,Bronze
5129,2024-01-08,2,291.48,Silver
5130,2022-05-14,1,224.82,Silver
5131,2023-06-03,3,53.71,Bronze
5132,2024-06-04,3,241.23,Silver
5133,2025-05-18,3,66.77,Bronze
5134,2025-10-11,4,25.52,Bronze
5135,2023-10-07,3,20.22,Bronze
5136,2024-10-16,3,63.87,Bronze
5137,2022-01-25,3,95.88,Bronze
5138,2025-07-30,1,,Bronze
5139,2023-03-17,3,216.76,Silver
5140,2022-09-26,1,416.08,Silver
5141,2025-05-18,3,19.88,Bronze
5142,2025-05-08,2,83.58,Bronze
5143,2023-11-21,3,37.38,Bronze
5144,2023-04-02,3,374.91,Silver
5145,2023-06-24,4,222.89,Silver
5146,2025-07-18,1,19.05,Bronze
5147,2024-04-26,4,1376.4,Gold
5148,2023-03-31,3,218.75,Silver
5149,2023-12-08,4,160.42,Bronze
5150,2025-01-26,3,696.24,Silver
5151,2025-07-07,3,,Bronze
5152,2023-04-19,1,140.78,Bronze
5153,2025-10-14,1,4.21,Bronze
5154,2023-11-07,3,573.59,Silver
5155,2022-12-02,3,384.58,Silver
5156,2025-03-04,1,386.62,Silver
5157,2025-01-15,1,25.89,Bronze
5158,2024-12-21,1,259.2,Silver
5159,2022-07-09,4,448.92,Silver
5160,2025-05-16,4,69.13,Bronze
5161,2022-08-18,1,735.45,Silver
5162,2024-10-13,1,176.54,Bronze
5163,2022-01-10,3,523.93,Silver
5164,2025-10-16,1,35.0,Bronze
5165,2024-11-02,1,,Silver
5166,2024-10-28,1,93.65,Bronze
5167,2024-02-28,4,4.6,Bronze
5168,2024-08-29,3,106.29,Bronze
5169,2025-02-23,4,104.52,Bronze
5170,2023-08-14,1,275.45,Silver
5171,2025-01-14,1,,Bronze
5172,2022-08-15,1,158.95,Bronze
5173,2025-07-27,3,8.38,Bronze
5174,2023-03-21,2,422.18,Silver
5175,2025-11-15,4,2.64,Bronze
5176,2025-03-13,2,22.27,Bronze
5177,2022-01-21,2,209.58,Silver
5178,2025-07-11,4,33.95,Bronze
5179,2023-02-07,2,54.1,Bronze
5180,2023-06-22,4,420.49,Silver
5181,2024-12-16,4,276.87,Silver
5182,2022-01-19,3,413.99,Silver
5183,2022-01-18,1,261.54,Silver
5184,2025-08-22,4,13.32,Bronze
5185,2022-03-21,3,140.35,Bronze
5186,2025-09-05,1,24.44,Bronze
5187,2022-01-05,2,143.27,Bronze
5188,2024-03-06,2,103.17,Bronze
5189,2025-04-29,1,114.97,Bronze
5190,2023-12-15,3,343.76,Silver
5191,2023-04-20,3,735.32,Silver
5192,2025-08-04,1,,Bronze
5193,2023-12-21,1,552.65,Silver
5194,2025-08-14,1,105.73,Bronze
5195,2025-07-24,3,20.64,Bronze
5196,2022-02-12,4,138.97,Bronze
5197,2024-06-02,1,259.89,Silver
5198,2025-09-01,1,91.75,Bronze
5199,2025-07-08,3,265.16,Silver
5200,2024-02-03,3,95.15,Bronze
5201,2022-05-09,3,1967.88,Gold
5202,2024-02-02,2,59.95,Bronze
5203,2024-01-21,2,244.39,Silver
5204,2024-06-07,3,175.09,Bronze
5205,2025-01-13,3,69.66,Bronze
5206,2025-03-01,1,97.55,Bronze
5207,2025-01-03,1,161.8,Bronze
5208,2024-08-09,2,241.46,Silver
5209,2023-06-05,1,55.22,Bronze
5210,2024-08-30,3,49.07,Bronze
5211,2023-01-31,1,327.23,Silver
5212,2025-03-30,4,60.69,Bronze
5213,2023-02-16,1,205.07,Silver
5214,2025-03-30,2,58.2,bronze
5215,2023-12-07,2,399.56,Silver
5216,2025-11-01,2,1.91,Bronze
5217,2022-11-02,3,260.5,Silver
5218,2025-09-15,2,228.91,Silver
5219,2025-10-16,2,36.38,Bronze
5220,2025-03-13,1,86.78,Bronze
5221,2024-09-22,4,123.95,Bronze
5222,2023-02-14,1,139.71,Bronze
5223,2024-06-08,1,66.88,Bronze
5224,2024-05-24,3,,Silver
5225,2025-08-10,1,55.47,Bronze
5226,2023-11-01,2,51.51,Bronze
5227,2025-02-27,3,102.18,Bronze
5228,2024-02-19,4,479.1,Silver
5229,2025-05-25,4,815.07,Gold
5230,2024-06-01,3,21.82,Bronze
5231,2025-05-31,2,4.77,Bronze
5232,2024-07-07,3,,Silver
5233,2023-12-06,4,487.67,Silver
5234,2024-01-10,3,181.45,Bronze
5235,2022-07-30,2,503.55,Silver
5236,2024-08-24,1,300.93,Silver
5237,2025-01-21,4,130.29,Bronze
5238,2024-07-30,1,17.35,Bronze
5239,2022-01-12,3,318.84,Silver
5240,2023-04-06,3,7.39,Bronze
5241,2024-11-08,1,537.03,Silver
5242,2025-01-06,4,91.65,Bronze
5243,2022-03-21,1,79.57,Bronze
5244,2022-03-20,1,79.55,Bronze
5245,2022-12-03,3,,Silver
5246,2025-11-13,3,10.48,Bronze
5247,2022-01-24,1,90.42,Bronze
5248,2024-03-16,1,239.83,Silver
5249,2023-07-15,3,773.95,Gold
5250,2025-12-19,4,0.13,Bronze
5251,2025-10-17,3,11.66,Bronze
5252,2024-01-11,2,46.63,Bronze
5253,2024-06-03,3,49.37,Bronze
5254,2023-06-24,1,56.68,Bronze
5255,2024-07-29,3,345.8,Silver
5256,2025-09-05,2,102.97,Bronze
5257,2024-06-04,3,83.9,Bronze
5258,2022-06-11,3,144.41,Bronze
5259,2022-06-08,3,1039.53,Gold
5260,2025-06-12,1,67.32,Bronze
5261,2023-12-17,3,1.5,Bronze
5262,2025-09-09,1,39.71,Bronze
5263,2022-12-31,4,1487.03,Gold
5264,2024-09-10,4,123.32,Bronze
5265,2023-05-16,4,14.74,bronze
5266,2023-12-29,1,286.14,Silver
5267,2024-12-08,3,134.56,Bronze
5268,2025-11-30,1,1.1,Bronze
5269,2024-03-19,1,218.86,Silver
5270,2024-06-07,2,71.23,Bronze
5271,2024-03-23,1,245.08,Silver
5272,2023-06-29,1,71.82,Bronze
5273,2025-07-10,1,9.21,Bronze
5274,2022-04-14,1,739.8,Silver
5275,2025-03-05,1,2.47,Bronze
5276,2025-04-24,1,23.25,Bronze
5277,2024-04-24,1,1017.04,Gold
5278,2024-04-16,1,337.61,Silver
5279,2025-09-01,2,22.71,Bronze
5280,2025-01-22,3,20.5,Bronze
5281,2023-06-12,1,475.58,Silver
5282,2025-04-21,1,95.42,Bronze
5283,2022-07-06,1,256.47,Silver
5284,2023-02-19,1,63.17,Bronze
5285,2025-05-25,4,13.28,Bronze
5286,2025-05-13,4,342.14,Silver
5287,2024-10-10,1,226.59,Silver
5288,2023-08-31,4,258.14,Silver
5289,2022-09-01,1,257.04,Silver
5290,2022-03-14,2,585.34,Silver
5291,2023-03-05,2,769.74,Gold
5292,2023-09-13,3,118.43,Bronze
5293,2024-08-09,4,127.73,Bronze
5294,2022-12-25,3,8.79,Bronze
5295,2022-11-20,4,61.98,Bronze
5296,2023-08-27,3,1016.75,Gold
5297,2024-07-05,4,257.99,Silver
5298,2024-09-06,4,91.93,Bronze
5299,2025-11-05,3,23.7,Bronze
5300,2022-03-26,4,1091.55,Gold
5301,2024-12-15,1,23.75,Bronze
5302,2023-09-06,4,30.14,Bronze
5303,2023-01-04,3,1164.97,Gold
5304,2024-02-09,2,305.39,Silver
5305,2025-04-29,3,80.37,Bronze
5306,2025-07-25,1,,Bronze
5307,2024-05-28,3,112.67,bronze
5308,2025-12-26,4,0.24,Bronze
5309,2024-11-11,3,19.31,Bronze
5310,2023-01-07,1,284.86,Silver
5311,2025-12-08,1,2.87,Bronze
5312,2025-03-23,1,23.97,Bronze
5313,2025-10-18,2,39.2,Bronze
5314,2024-10-26,3,18.45,Bronze
5315,2024-09-02,4,244.9,Silver
5316,2025-11-27,1,14.13,Bronze
5317,2023-11-23,4,132.15,Bronze
5318,2022-03-09,2,822.88,Gold
5319,2025-12-30,1,0.23,Bronze
5320,2024-03-09,2,1061.22,Gold
5321,2025-09-11,1,18.27,Bronze
5322,2025-10-28,1,26.13,Bronze
5323,2025-08-03,2,154.41,BRONZE
5324,2023-04-16,4,89.41,Bronze
5325,2025-04-08,4,76.63,Bronze
5326,2024-05-07,3,,Bronze
5327,2025-02-28,3,286.05,Silver
5328,2024-04-16,1,238.66,Silver
5329,2025-12-03,3,16.51,Bronze
5330,2022-10-06,1,271.25,Silver
5331,2025-05-10,1,82.02,Bronze
5332,2024-06-23,1,11.56,Bronze
5333,2025-03-18,3,6.29,Bronze
5334,2022-01-07,4,450.32,Silver
5335,2024-07-19,1,63.41,Bronze
5336,2025-06-26,1,24.54,Bronze
5337,2023-03-06,3,195.73,Bronze
5338,2023-07-16,1,27.61,Bronze
5339,2025-11-09,2,6.02,Bronze
5340,2022-09-28,1,110.01,Bronze
5341,2025-02-16,2,,Bronze
5342,2024-04-12,4,27.12,Bronze
5343,2022-02-05,4,357.87,Silver
5344,2023-03-24,3,87.77,Bronze
5345,2022-08-09,2,434.79,Silver
5346,2024-12-22,4,5.9,Bronze
5347,2022-06-08,1,204.32,Silver
5348,2022-03-24,1,775.38,Gold
5349,2022-01-08,4,296.03,Silver
5350,2022-01-22,4,40.97,Bronze
5351,2024-04-13,3,94.66,Bronze
5352,2025-03-03,1,5.13,Bronze
5353,2024-12-25,3,50.97,Bronze
5354,2023-02-21,1,112.58,Bronze
5355,2024-06-24,2,52.94,Bronze
5356,2022-10-16,1,955.83,Gold
5357,2025-06-17,3,318.65,Silver
5358,2023-09-13,3,,Silver
5359,2022-01-23,1,1380.5,Gold
5360,2025-02-23,3,75.21,Bronze
5361,2025-05-02,1,74.41,Bronze
5362,2025-10-21,1,6.18,Bronze
5363,2023-12-27,2,400.28,Silver
5364,2023-02-20,3,232.52,Silver
5365,2025-05-24,2,15.17,Bronze
5366,2022-02-23,4,294.49,Silver
5367,2025-02-12,4,120.02,Bronze
5368,2023-08-20,1,560.2,Silver
5369,2025-04-03,2,49.9,Bronze
5370,2022-09-11,1,1211.68,Gold
5371,2022-06-20,1,73.33,Bronze
5372,2025-06-25,1,42.65,Bronze
5373,2023-07-15,2,139.03,Bronze
5374,2024-10-04,1,50.78,Bronze
5375,2023-04-11,1,11.54,Bronze
5376,2023-07-28,2,981.5,Gold
5377,2024-12-02,4,581.44,silver
5378,2024-06-10,1,15.99,Bronze
5379,2022-06-07,4,424.04,Silver
5380,2024-06-14,4,537.92,SILVER
5381,2025-04-10,1,259.02,Silver
5382,2025-10-01,4,90.24,Bronze
5383,2025-09-18,4,29.76,Bronze
5384,2023-08-23,3,156.45,Bronze
5385,2024-05-18,3,18.84,Bronze
5386,2025-11-02,4,18.93,Bronze
5387,2025-10-21,1,6.16,Bronze
5388,2023-12-08,3,160.04,Bronze
5389,2022-09-03,4,555.75,Silver
5390,2022-06-29,2,3075.6,Platinum
5391,2023-03-13,1,1148.8,Gold
5392,2024-04-26,3,14.81,Bronze
5393,2024-09-24,3,11.92,Bronze
5394,2022-10-29,3,6.11,Bronze
5395,2022-09-10,3,182.45,Bronze
5396,2025-07-24,3,1.39,Bronze
5397,2024-01-29,1,575.96,Silver
5398,2024-06-01,1,111.26,Bronze
5399,2023-03-04,2,52.83,Bronze
5400,2025-10-08,3,177.06,Bronze
5401,2025-05-02,1,5.55,Bronze
5402,2022-05-19,3,1680.44,Gold
5403,2025-06-09,3,19.29,Bronze
5404,2022-03-13,4,2017.42,Platinum
5405,2025-08-14,3,15.48,Bronze
5406,2023-07-16,3,88.95,Bronze
5407,2023-10-16,1,178.75,Bronze
5408,2023-01-26,1,441.6,Silver
5409,2025-07-30,4,89.83,Bronze
5410,2025-11-29,4,4.14,Bronze
5411,2023-01-12,1,130.35,Bronze
5412,2023-03-06,1,846.25,Gold
5413,2024-12-14,3,187.93,Bronze
5414,2024-10-03,3,57.96,Bronze
5415,2022-09-01,2,76.82,Bronze
5416,2024-09-12,3,219.43,Silver
5417,2025-02-14,1,63.42,Bronze
5418,2025-04-27,1,160.51,Bronze
5419,2025-03-12,3,57.27,Bronze
5420,2023-10-23,4,107.97,Bronze
5421,2023-08-10,1,356.61,Silver
5422,2023-04-22,4,,Bronze
5423,2025-02-22,4,25.85,Bronze
5424,2025-06-17,1,4.83,Bronze
5425,2024-10-15,2,123.71,Bronze
5426,2023-09-08,2,233.38,Silver
5427,2023-05-28,4,280.4,Silver
5428,2024-07-26,3,180.9,Bronze
5429,2024-02-18,4,191.35,Bronze
5430,2023-10-28,1,232.02,Silver
5431,2022-10-28,3,285.33,Silver
5432,2019-01-01,1,28.63,Bronze
5433,2024-08-23,2,209.24,Silver
5434,2022-03-12,4,755.6,Gold
5435,2025-11-20,3,29.48,Bronze
5436,2024-05-11,1,60.95,Bronze
5437,2024-09-09,2,621.76,Silver
5438,2024-08-14,1,41.41,Bronze
5439,2024-04-23,3,193.84,Bronze
5440,2025-02-13,1,43.13,Bronze
5441,2024-06-04,1,69.87,Bronze
5442,2022-12-20,1,343.14,Silver
5443,2022-02-16,4,94.68,Bronze
5444,2022-06-29,1,888.6,Gold
5445,2023-12-27,1,6.34,Bronze
5446,2024-05-29,3,351.36,Silver
5447,2025-03-21,1,660.2,Silver
5448,2024-07-08,1,80.08,Bronze
5449,2025-03-23,4,45.74,Bronze
5450,2025-01-21,4,89.7,Bronze
5451,2023-09-15,4,1989.04,Gold
5452,2023-11-22,3,169.68,Bronze
5453,2025-02-18,3,201.33,Silver
5454,2024-07-14,3,808.17,Gold
5455,2025-06-14,1,63.46,Bronze
5456,2023-02-14,4,324.2,Silver
5457,2022-10-15,4,77.13,Bronze
5458,2022-08-16,3,270.79,Silver
5459,2025-04-12,1,26.88,Bronze
5460,2025-09-17,2,13.06,Bronze
5461,2023-01-08,4,78.88,Bronze
5462,2023-07-13,1,405.38,Silver
5463,2022-12-01,1,333.4,Silver
5464,2024-05-10,1,2.52,Bronze
5465,2024-09-09,2,34.27,Bronze
5466,2024-04-10,3,11.26,Bronze
5467,2024-04-15,1,75.1,Bronze
5468,2023-11-29,1,195.16,Bronze
5469,2025-08-23,1,57.25,Bronze
5470,2024-07-20,4,31.57,Bronze
5471,2022-12-26,3,206.73,SILVER
5472,2023-03-26,1,270.66,Silver
5473,2025-08-31,4,5.38,Bronze
5474,2022-04-01,3,101.07,Bronze
5475,2023-08-13,4,286.54,Silver
5476,2024-05-02,3,32.32,bronze
5477,2023-12-02,4,27.89,Bronze
5478,2025-09-11,4,16.09,Bronze
5479,2023-01-08,1,145.17,Bronze
5480,2024-09-29,1,100.6,Bronze
5481,2022-12-28,1,23.15,Bronze
5482,2025-11-18,4,23.31,Bronze
5483,2023-09-22,1,73.81,Bronze
5484,2023-03-03,1,242.78,SILVER
5485,2025-05-19,3,52.68,Bronze
5486,2023-04-30,3,1263.61,Gold
5487,2024-09-14,2,167.0,Bronze
5488,2025-11-05,4,0.84,Bronze
5489,2024-02-04,1,50.25,Bronze
5490,2023-04-29,1,267.2,Silver
5491,2025-08-13,4,180.72,Bronze
5492,2022-04-30,2,,Bronze
5493,2022-02-09,3,,Silver
5494,2024-01-24,3,12.88,Bronze
5495,2024-02-20,4,469.09,Silver
5496,2022-02-11,3,10.71,Bronze
5497,2025-01-22,4,246.97,Silver
5498,2025-11-11,1,12.36,Bronze
5499,2023-10-01,2,40.12,Bronze
5500,2025-03-22,3,0.67,Bronze
5501,2025-03-10,3,242.29,Silver
5502,2022-06-21,1,31.56,Bronze
5503,2022-05-30,1,1135.0,Gold
5504,2025-04-18,3,42.29,Bronze
5505,2025-10-09,3,7.72,Bronze
5506,2024-11-04,2,155.86,Bronze
5507,2022-04-17,1,18.15,Bronze
5508,2024-12-11,4,42.57,Bronze
5509,2025-12-09,4,13.76,Bronze
5510,2025-04-12,4,8.37,Bronze
5511,2023-09-18,3,41.51,Bronze
5512,2025-11-21,1,3.21,Bronze
5513,2025-10-18,2,9.37,bronze
5514,2022-12-17,4,34.63,Bronze
5515,2023-05-14,4,1948.75,Gold
5516,2025-03-22,3,33.07,Bronze
5517,2023-06-14,4,201.56,Silver
5518,2024-11-05,3,79.91,Bronze
5519,2023-08-24,1,1310.54,Gold
5520,2022-01-13,1,315.13,Silver
5521,2023-12-03,1,60.09,Bronze
5522,2025-01-19,1,544.26,Silver
5523,2025-07-11,3,39.19,Bronze
5524,2023-06-08,3,367.95,Silver
5525,2022-10-16,2,1839.43,gold
5526,2025-06-18,3,10.17,Bronze
5527,2023-08-07,4,122.66,Bronze
5528,2025-10-06,3,9.44,Bronze
5529,2022-09-03,2,201.2,Silver
5530,2024-02-11,3,493.63,Silver
5531,2024-04-08,1,505.03,Silver
5532,2024-11-03,3,36.55,Bronze
5533,2025-11-27,1,14.0,Bronze
5534,2023-04-04,3,34.46,Bronze
5535,2023-08-08,3,624.33,Silver
5536,2022-09-17,1,602.56,Silver
5537,2022-02-04,1,1227.09,Gold
5538,2024-11-09,3,39.94,Bronze
5539,2025-10-30,4,14.6,Bronze
5540,2024-04-30,4,375.97,Silver
5541,2023-09-17,1,143.32,Bronze
5542,2025-07-13,1,33.42,Bronze
5543,2025-03-11,1,10.78,Bronze
5544,2024-12-09,3,123.8,Bronze
5545,2024-11-02,1,292.2,SILVER
5546,2025-07-31,4,30.15,Bronze
5547,2022-12-09,3,300.41,Silver
5548,2024-04-27,2,11.9,Bronze
5549,2022-03-17,1,194.15,Bronze
5550,2023-03-13,3,328.56,Silver
5551,2024-12-04,3,25.93,Bronze
5552,2025-06-27,3,97.25,Bronze
5553,2023-07-22,2,123.42,Bronze
5554,2023-01-08,4,318.53,Silver
5555,2025-03-31,4,54.7,Bronze
5556,2022-09-27,1,179.05,Bronze
5557,2023-10-03,4,646.77,Silver
5558,2024-08-07,3,63.03,Bronze
5559,2025-12-25,4,3.72,Bronze
5560,2024-06-05,1,8.93,Bronze
5561,2025-10-29,2,15.24,Bronze
5562,2022-04-13,3,1670.31,Gold
5563,2022-08-07,1,237.25,Silver
5564,2024-06-27,4,810.48,Gold
5565,2022-12-31,1,148.31,Bronze
5566,2023-02-13,1,86.03,Bronze
5567,2025-12-06,1,13.2,Bronze
5568,2023-05-01,1,209.83,Silver
5569,2024-09-07,4,33.32,Bronze
5570,2025-04-09,2,23.46,bronze
5571,2024-03-08,4,319.59,Silver
5572,2022-02-24,4,17.96,Bronze
5573,2024-11-01,1,136.13,Bronze
5574,2025-01-20,1,17.74,Bronze
5575,2025-08-14,4,7.44,Bronze
5576,2024-06-18,4,131.59,Bronze
5577,2024-09-03,3,15.25,Bronze
5578,2023-03-15,2,7.8,Bronze
5579,2024-11-02,3,21.92,Bronze
5580,2023-05-06,1,523.32,Silver
5581,2025-07-25,4,28.27,Bronze
5582,2025-07-06,1,12.33,Bronze
5583,2023-08-20,3,29.51,Bronze
5584,2025-07-16,2,79.22,Bronze
5585,2023-09-01,2,264.04,Silver
5586,2022-02-12,3,59.67,Bronze
5587,2023-05-08,1,59.78,Bronze
5588,2023-08-26,2,50.92,Bronze
5589,2025-10-20,3,33.55,Bronze
5590,2025-04-12,1,58.13,Bronze
5591,2022-05-14,1,546.26,Silver
5592,2023-07-31,2,34.86,Bronze
5593,2024-09-05,1,44.04,Bronze
5594,2024-01-01,3,3.86,Bronze
5595,2024-07-26,4,31.69,Bronze
5596,2023-01-20,2,172.71,Bronze
5597,2023-06-09,1,355.57,Silver
5598,2023-12-29,1,38.86,Bronze
5599,2023-04-18,1,44.69,Bronze
5600,2025-04-16,1,55.57,Bronze
5601,2024-07-22,3,515.85,Silver
5602,2025-02-17,3,37.16,Bronze
5603,2025-10-10,3,159.15,Bronze
5604,2023-12-03,1,37.97,Bronze
5605,2023-11-06,4,60.11,Bronze
5606,2024-07-25,2,12.29,Bronze
5607,2024-06-01,1,415.3,Silver
5608,2023-11-06,4,338.11,Silver
5609,2025-04-02,1,56.29,Bronze
5610,2025-02-16,3,161.5,Bronze
5611,2022-09-07,2,554.91,Silver
5612,2025-07-22,1,28.79,Bronze
5613,2022-06-18,1,141.69,Bronze
5614,2022-12-08,3,9.28,Bronze
5615,2023-03-11,3,11.67,Bronze
5616,2023-01-04,3,695.88,Silver
5617,2024-11-07,3,265.94,Silver
5618,2023-11-14,1,1286.79,Gold
5619,2024-04-13,3,61.73,Bronze
5620,2022-02-26,2,193.06,Bronze
5621,2024-10-26,2,90.8,Bronze
5622,2024-04-09,4,287.72,Silver
5623,2023-03-09,1,62.71,Bronze
5624,2024-06-01,2,314.69,Silver
5625,2025-03-09,3,90.42,Bronze
5626,2022-11-10,3,737.24,Silver
5627,2025-09-27,4,19.87,Bronze
5628,2025-02-20,3,26.86,Bronze
5629,2022-03-08,2,246.43,Silver
5630,2024-03-18,1,93.73,Bronze
5631,2025-01-18,1,226.75,Silver
5632,2025-03-26,1,168.08,Bronze
5633,2022-09-13,3,95.65,Bronze
5634,2024-10-30,1,193.47,Bronze
5635,2023-12-14,1,200.49,Silver
5636,2023-09-16,3,183.49,Bronze
5637,2024-11-19,4,167.3,Bronze
5638,2024-03-21,4,22.58,Bronze
5639,2025-04-09,1,33.89,Bronze
5640,2022-07-27,1,97.38,Bronze
5641,2022-01-07,3,2062.49,Platinum
5642,2024-09-23,3,446.34,Silver
5643,2023-01-31,2,104.51,Bronze
5644,2024-05-26,1,222.19,Silver
5645,2022-06-30,1,620.83,Silver
5646,2025-09-20,1,81.81,Bronze
5647,2025-11-06,4,6.65,Bronze
5648,2022-03-09,1,76.12,Bronze
5649,2025-02-23,1,60.95,Bronze
5650,2023-09-12,2,112.66,Bronze
5651,2023-03-21,2,459.59,Silver
5652,2024-03-03,4,99.1,Bronze
5653,2023-10-08,3,312.84,Silver
5654,2022-03-28,4,701.74,Silver
5655,2024-08-25,1,363.63,Silver
5656,2025-05-09,1,104.6,Bronze
5657,2025-12-12,2,1.0,Bronze
5658,2022-12-05,2,258.3,Silver
5659,2025-07-01,4,113.73,Bronze
5660,2022-01-02,1,68.46,Bronze
5661,2025-11-01,3,0.75,Bronze
5662,2023-07-26,3,284.01,Silver
5663,2023-10-13,4,144.86,Bronze
5664,2025-07-22,4,1.25,Bronze
5665,2022-06-05,3,264.3,Silver
5666,2023-08-12,4,679.9,Silver
5667,2022-02-04,3,1080.91,Gold
5668,2022-01-08,1,506.23,Silver
5669,2023-08-17,3,82.9,Bronze
5670,2024-06-03,2,1284.5,Gold
5671,2024-05-06,2,17.11,Bronze
5672,2025-09-09,2,169.83,Bronze
5673,2023-01-10,3,73.8,Bronze
5674,2025-10-27,3,28.28,Bronze
5675,2025-03-04,3,41.81,Bronze
5676,2024-05-28,3,322.23,Silver
5677,2022-07-26,4,413.13,Silver
5678,2025-10-06,3,4.86,Bronze
5679,2024-09-15,2,283.36,Silver
5680,2023-09-04,1,116.47,Bronze
5681,2023-03-03,3,20.71,Bronze
5682,2024-06-22,3,67.95,Bronze
5683,2024-05-20,2,315.81,Silver
5684,2022-08-13,1,25.37,Bronze
5685,2025-02-22,2,35.67,Bronze
5686,2022-12-26,1,474.96,Silver
5687,2022-09-23,2,101.62,Bronze
5688,2024-04-19,4,88.74,Bronze
5689,2025-02-19,3,610.93,Silver
5690,2025-10-15,1,31.38,Bronze
5691,2023-01-24,2,90.46,Bronze
5692,2023-06-14,3,245.17,Silver
5693,2024-02-11,3,24.05,Bronze
5694,2022-12-02,2,18.33,Bronze
5695,2024-06-17,1,104.62,Bronze
5696,2022-04-28,1,656.61,Silver
5697,2025-05-16,3,23.13,Bronze
5698,2023-05-16,3,89.98,Bronze
5699,2025-07-22,4,19.12,Bronze
5700,2023-05-08,1,299.25,Silver
5701,2025-12-11,1,5.64,Bronze
5702,2025-06-26,4,53.68,Bronze
5703,2022-09-19,1,328.84,Silver
5704,2024-09-02,1,129.78,Bronze
5705,2023-01-04,1,570.61,Silver
5706,2022-05-27,1,1527.42,Gold
5707,2023-08-05,1,158.09,Bronze
5708,2025-08-11,1,16.07,Bronze
5709,2025-03-17,2,69.82,Bronze
5710,2023-10-15,1,1.55,Bronze
5711,2024-09-13,1,88.91,Bronze
5712,2023-02-08,4,93.24,Bronze
5713,2023-01-31,3,362.1,Silver
5714,2025-07-04,4,98.08,Bronze
5715,2023-02-03,4,763.72,Gold
5716,2023-06-23,3,27.03,Bronze
5717,2024-05-15,3,2.56,Bronze
5718,2025-01-31,4,21.71,Bronze
5719,2025-07-08,4,41.28,Bronze
5720,2024-11-15,3,191.48,Bronze
5721,2025-12-22,3,9.0,Bronze
5722,2025-11-13,3,1.13,Bronze
5723,2025-05-18,1,196.86,Bronze
5724,2025-06-19,4,70.14,Bronze
5725,2025-09-20,4,7.02,Bronze
5726,2022-09-28,1,333.53,Silver
5727,2025-02-13,1,106.51,Bronze
5728,2022-05-06,4,147.49,Bronze
5729,2023-12-17,1,,Silver
5730,2024-02-12,4,412.69,Silver
5731,2022-10-19,1,26.7,Bronze
5732,2025-02-15,1,67.21,Bronze
5733,2024-10-24,4,355.21,Silver
5734,2024-07-05,1,67.18,Bronze
5735,2025-02-25,1,52.7,Bronze
5736,2022-10-20,3,355.38,Silver
5737,2025-03-16,1,30.74,Bronze
5738,2024-06-13,3,444.11,Silver
5739,2023-04-06,2,40.58,Bronze
5740,2023-08-08,1,33.24,Bronze
5741,2025-12-11,3,0.7,Bronze
5742,2024-12-12,1,75.2,Bronze
5743,2023-01-12,1,65.28,Bronze
5744,2023-11-28,1,290.91,Silver
5745,2023-10-01,2,35.39,Bronze
5746,2023-09-02,1,319.43,Silver
5747,2022-02-15,3,394.97,Silver
5748,2024-08-10,2,103.65,Bronze
5749,2025-08-10,3,8.66,Bronze
5750,2022-01-22,1,492.58,Silver
5751,2024-06-05,3,548.16,Silver
5752,2023-07-22,1,286.94,Silver
5753,2022-01-06,4,30.33,Bronze
5754,2024-02-14,1,15.36,Bronze
5755,2024-07-10,3,111.88,Bronze
5756,2023-03-26,1,114.95,Bronze
5757,2025-01-03,4,71.47,Bronze
5758,2024-08-25,1,282.18,Silver
5759,2022-08-28,3,842.82,Gold
5760,2025-10-15,3,21.55,Bronze
5761,2022-05-02,2,72.81,Bronze
5762,2023-12-26,4,793.18,Gold
5763,2025-06-01,4,339.76,Silver
5764,2022-01-22,1,139.02,Bronze
5765,2024-10-19,3,241.37,Silver
5766,2025-05-05,1,128.73,Bronze
5767,2022-05-19,1,858.25,Gold
5768,2024-08-15,2,36.32,Bronze
5769,2024-07-22,1,27.86,Bronze
5770,2025-11-10,1,74.76,Bronze
5771,2025-01-25,4,56.77,Bronze
5772,2022-02-03,4,27.56,Bronze
5773,2025-03-03,3,113.72,Bronze
5774,2024-04-14,1,38.27,Bronze
5775,2025-12-27,3,1.72,Bronze
5776,2023-10-22,4,64.44,Bronze
5777,2025-02-06,1,781.32,Gold
5778,2024-12-17,1,37.87,Bronze
5779,2025-12-24,4,0.58,Bronze
5780,2022-04-17,1,17.6,Bronze
5781,2022-02-22,1,711.04,Silver
5782,2022-07-27,1,72.47,Bronze
5783,2023-06-09,1,175.81,Bronze
