po_id,vendor_id,store_id,product_id,order_date,quantity_ordered,total_cost,expected_delivery_date
2224,26,4,472,2023-08-24,84,1917.18,2023-09-05
2225,22,1,256,2024-12-13,54,1237.31,2024-12-14
2226,38,3,412,2023-01-31,32,361.61,2023-02-13
2227,11,4,173,2025-06-11,27,311.49,2025-07-02
2227,11,4,173,2025-06-11,27,311.49,2025-07-02
2228,10,3,19,2023-06-14,42,940.73,2023-06-27
2229,34,1,254,2022-04-08,77,4043.16,2022-04-16
2230,25,3,207,2023-10-12,8,347.9,2023-10-24
2231,37,1,230,2025-09-01,29,6553.63,2025-09-22
2232,42,4,369,2024-01-12,84,1175.41,2024-01-22
2233,12,2,425,2023-09-02,29,1230.59,2023-09-15
2234,36,1,26,2022-02-04,48,963.05,2022-02-17
2235,11,1,436,2023-04-01,63,1907.95,2023-04-04
2236,3,4,413,2022-11-01,66,1801.5,2022-11-17
2237,25,1,463,2025-09-07,24,149.2,2025-09-19
2238,42,2,412,2025-12-16,220,2417.75,2025-12-28
2239,28,4,489,2024-10-04,46,1839.66,2024-10-14
2240,23,2,248,2023-02-15,73,4139.88,2023-02-23
2241,40,1,91,2023-08-28,55,803.83,2023-08-31
2242,35,3,413,2025-12-07,59,1512.72,2025-12-20
2243,25,3,319,2024-12-09,32,437.58,2024-12-22
2244,29,1,74,2023-05-10,38,1388.09,2023-06-03
2245,7,3,392,2025-02-15,106,2251.16,2025-02-19
2246,26,3,426,2024-10-23,67,3263.97,2024-11-07
2247,15,2,209,2025-05-18,79,919.06,2025-05-25
2248,49,1,405,2022-06-24,110,1700.9,2022-07-01
2249,48,1,437,2023-06-04,137,2386.03,2023-06-10
2250,22,1,40,2024-11-12,49,4436.35,2024-11-13
2251,46,4,231,2022-01-22,70,151.21,2022-02-08
2252,29,1,370,2024-03-12,30,608.69,2024-03-18
2253,9,1,292,2023-10-08,15,709.29,2023-10-15
2254,22,4,210,2024-11-29,66,1811.63,2024-12-03
2255,9,1,398,2025-01-23,25,722.53,2025-01-30
2256,46,3,226,2025-08-30,33,1299.8,2025-09-14
2257,9,2,395,2023-06-30,47,2377.85,2023-07-11
2258,15,4,26,2023-05-29,6,122.91,2023-06-09
2259,21,1,64,2022-07-22,29,844.18,2022-08-08
2260,4,4,207,2022-07-26,24,1044.01,2022-08-02
2261,49,1,282,2022-11-03,26,1439.29,2022-11-12
2262,50,1,81,2023-02-12,63,6997.21,2023-02-21
2263,38,3,87,2023-03-05,42,4863.93,2023-03-16
2264,20,3,399,2024-09-09,27,270.16,2024-09-14
2265,37,2,300,2025-04-14,12,382.53,2025-04-26
2266,37,3,40,2024-08-04,105,9868.86,2024-08-14
2267,39,4,206,2023-09-03,32,688.74,2023-09-14
2268,47,3,476,2022-04-08,80,3948.37,2022-04-25
2269,37,3,268,2024-03-30,41,7184.62,2024-04-08
2270,39,3,40,2024-10-04,87,8251.01,2024-10-25
2271,16,4,241,2023-06-04,22,651.99,2023-06-07
2272,3,2,436,2025-03-14,113,3387.95,2025-03-30
2273,37,3,279,2024-07-08,33,3320.81,2024-07-16
2274,6,1,124,2025-11-16,83,17069.8,2025-11-29
2275,48,1,279,2025-11-18,53,5247.17,2025-11-21
2276,22,4,421,2022-12-14,39,767.27,2022-12-16
2277,27,3,34,2022-08-16,6,182.29,2022-08-29
2278,41,4,176,2023-08-29,26,344.61,2023-09-09
2279,46,3,142,2025-01-24,27,1338.72,2025-02-11
2280,11,3,389,2022-07-01,95,8176.4,2022-07-04
2281,38,4,74,2025-12-09,11,381.08,2025-12-22
2282,5,4,413,2023-02-15,65,1655.5,2023-02-24
2283,17,1,124,2024-07-17,43,9405.98,2024-08-07
2284,22,4,88,2025-08-18,79,1039.63,2025-08-23
2285,29,3,400,2025-03-28,60,2586.36,2025-04-14
2286,15,1,233,2023-01-01,54,2260.45,2023-01-10
2287,37,1,342,2025-05-16,10,412.82,2025-05-29
2288,34,4,345,2023-08-20,19,40.1,2023-09-02
2289,29,4,22,2024-07-27,90,1244.23,2024-08-05
2290,4,3,34,2025-09-02,9,273.13,2025-09-14
2291,24,3,425,2024-12-24,14,551.64,2025-01-04
2292,46,1,85,2025-10-22,94,1043.7,2025-11-17
2293,24,1,144,2025-11-22,23,223.15,2025-12-04
2294,16,2,74,2024-08-12,26,945.31,2024-08-17
2295,9,2,237,2025-12-06,11,351.35,2025-12-15
2296,16,4,437,2025-04-07,107,1836.55,2025-04-10
2297,22,1,498,2023-13-05,36,3663.65,2025-03-29
2298,1,1,491,2025-06-30,44,4387.6,2025-07-12
2299,50,3,17,2025-01-13,123,269.29,2025-01-26
2300,8,4,336,2023-01-20,48,2703.22,2023-01-30
2301,23,3,132,2024-01-31,58,5112.25,2024-02-09
2302,2,4,126,2025-12-06,95,925.53,2025-12-10
2303,31,3,487,2022-12-02,120,9905.98,2022-12-14
2304,8,2,457,2023-02-17,63,1960.09,2023-03-01
2305,6,1,137,2023-09-13,65,13524.6,2023-10-09
2306,24,1,188,2025-12-10,24,223.34,2025-12-20
2307,18,1,107,2022-11-15,82,9119.63,2022-11-23
2308,27,1,384,2025-11-27,45,423.58,2025-12-09
2309,32,3,262,2024-08-20,79,1078.68,2024-08-25
2310,46,1,217,2022-07-28,29,4840.51,2022-08-14
2311,7,2,74,2025-07-04,49,1627.41,2025-07-09
2312,48,3,68,2024-05-05,55,2257.71,2024-05-13
2313,34,4,396,2024-11-28,132,11581.5,2024-12-08
2314,42,1,460,2022-11-09,127,1744.9,2022-11-19
2315,14,2,390,2025-09-28,50,8841.95,2025-09-30
2316,14,2,7,2022-08-11,81,165.18,2022-08-13
2317,38,1,247,2024-11-22,54,729.83,2024-12-10
2317,38,1,247,2024-11-22,54,729.83,2024-12-10
2318,46,4,487,2023-08-12,72,6376.42,2023-08-30
2319,13,1,440,2023-08-15,76,1987.5,2023-08-24
2320,10,4,103,2025-07-26,98,21775.03,2025-08-08
2321,35,2,379,2022-06-22,129,6588.38,2022-07-04
2322,12,3,336,2023-06-24,44,2451.33,2023-07-06
2323,15,1,340,2024-05-12,65,775.49,2024-05-21
2324,10,3,106,2024-04-25,67,,2024-05-05
2325,30,1,380,2024-03-03,39,1222.64,2024-03-17
2326,6,3,205,2023-09-20,37,2202.25,2023-10-04
2327,34,4,81,2024-12-06,70,7482.49,2024-12-16
2328,48,1,442,2022-10-21,53,4895.25,2022-10-24
2329,5,2,114,2022-03-28,39,1912.98,2022-04-03
2330,39,2,359,2023-12-24,19,767.74,2024-01-04
2331,37,3,458,2025-11-02,30,993.05,2025-11-15
2332,3,3,364,2023-10-24,82,856.93,2023-11-05
2333,9,3,439,2022-04-03,19,627.68,2022-04-11
2334,18,1,419,2025-12-31,54,135.73,2026-01-09
2335,44,2,327,2022-06-07,43,9971.79,2022-06-27
2336,38,3,207,2025-07-03,17,736.78,2025-07-17
2337,48,4,467,2025-08-01,65,2520.39,2025-08-07
2338,12,1,425,2025-05-30,42,1787.75,2025-06-16
2339,22,2,246,2025-05-01,59,780.74,2025-05-03
2340,7,1,454,2025-03-22,29,932.96,2025-03-29
2341,46,4,247,2024-05-16,43,544.36,2024-05-30
2342,6,2,367,2023-08-19,62,4920.31,2023-08-29
2343,41,4,222,2025-08-30,113,1006.11,2025-09-08
2344,11,2,103,2025-03-11,58,11843.16,2025-03-19
2345,39,3,279,2025-11-02,37,3518.98,2025-11-12
2346,34,1,335,2022-06-10,75,437.26,2022-06-18
2347,25,1,221,2024-02-14,91,1216.73,2024-02-24
2348,26,4,76,2025-09-22,32,1489.81,2025-10-04
2349,11,2,315,2022-01-20,21,737.66,2022-02-11
2350,16,1,282,2024-09-15,16,867.63,2024-09-21
2351,44,3,83,2024-10-21,64,1070.4,2024-11-07
2352,29,2,354,2023-12-10,27,501.11,2023-12-19
2353,42,1,355,2025-03-24,150,1191.08,2025-04-05
2354,13,4,421,2022-10-22,91,1895.42,2022-10-28
2355,27,2,222,2024-09-10,33,276.67,2024-09-24
2356,13,1,453,2022-11-16,32,3376.0,2022-11-22
2357,43,1,318,2022-02-30,181,504.43,2026-01-06
2358,46,1,460,2024-04-05,36,482.0,2024-04-20
2359,26,1,382,2022-05-23,93,10178.4,2022-06-09
2360,34,3,379,2025-06-03,95,5066.82,2025-06-11
2361,43,3,321,2023-09-23,79,811.17,2023-09-28
2362,48,2,367,2023-05-27,8,619.05,2023-06-04
2363,19,3,64,2024-12-03,12,356.63,2024-12-10
2364,4,2,112,2025-05-25,113,1695.04,2025-06-06
2365,5,4,52,2025-02-27,115,12443.67,2025-03-06
2366,48,4,143,2024-11-30,120,1219.08,2024-12-07
2367,29,3,441,2024-10-08,18,738.01,2024-10-15
2368,42,4,458,2022-10-10,30,987.77,2022-10-22
2369,44,4,114,2024-08-19,70,3394.19,2024-09-07
2370,7,1,433,2024-12-02,116,3203.38,2024-12-07
2371,5,1,402,2024-09-15,52,2659.66,2024-09-22
2372,39,4,114,2022-01-23,115,5602.34,2022-01-31
2373,48,3,358,2022-07-04,10,173.33,2022-07-08
2374,4,1,266,2024-06-15,74,997.85,2024-06-25
2375,48,4,399,2025-09-19,120,1225.06,2025-09-25
2376,4,1,392,2025-02-28,72,1519.15,2025-03-12
2377,17,1,387,2022-07-30,37,2913.69,2022-08-11
2378,9,4,365,2024-08-27,101,10288.9,2024-09-06
2379,39,4,281,2022-12-12,52,2547.43,2022-12-21
2380,14,4,100,2024-08-26,99,14779.31,2024-08-28
2381,19,1,45,2023-04-09,92,1451.0,2023-04-21
2382,38,1,322,2022-08-07,76,1797.41,2022-08-19
2383,4,3,74,2023-05-21,48,1703.62,2023-05-31
2384,34,3,392,2024-07-27,82,1869.64,2024-08-06
2385,7,3,246,2023-09-17,92,1130.18,2023-09-23
2386,19,2,340,2022-08-18,84,988.26,2022-08-25
2387,24,1,304,2024-05-12,96,1396.38,2024-05-24
2388,15,4,459,2024-02-12,26,977.24,2024-02-22
2389,31,1,36,2025-04-13,124,7008.09,2025-04-24
2390,15,3,200,2022-11-16,22,696.54,2022-11-26
2391,13,4,69,2023-07-29,34,388.86,2023-08-06
2392,43,1,481,2023-11-05,78,6776.33,2023-11-11
2393,27,3,400,2022-12-25,30,1287.37,2023-01-08
2394,35,1,318,2023-12-26,98,266.23,2024-01-06
2395,10,1,87,2025-01-04,93,11081.17,2025-01-14
2396,21,4,239,2025-02-08,52,289.14,2025-02-21
2397,8,4,67,2024-11-24,105,1702.89,2024-12-19
2398,9,3,207,2023-10-04,35,1445.44,2023-10-15
2399,32,2,292,2023-08-25,35,1621.83,2023-09-12
2400,12,2,429,2022-08-16,33,1208.52,2022-08-30
2401,43,3,448,2022-02-14,93,3969.29,2022-02-19
2402,27,2,388,2023-03-12,64,916.08,2023-03-26
2403,18,3,371,2022-01-02,42,5176.85,2022-01-08
2404,12,4,56,2022-12-29,133,1765.2,2023-01-11
2405,7,3,402,2023-11-25,104,5467.59,2023-12-01
2406,20,2,145,2022-11-15,74,2197.57,2022-11-22
2407,46,1,283,2024-05-11,55,1121.02,2024-05-29
2408,35,1,283,2022-02-07,35,654.84,2022-02-18
2409,11,4,296,2022-01-20,51,968.72,2022-01-28
2410,22,1,413,2022-11-27,119,3246.76,2022-12-01
2411,19,1,388,2024-06-20,90,1282.57,2024-07-01
2412,10,3,392,2023-07-19,18,408.44,2023-08-02
2413,18,1,281,2024-04-18,127,6012.06,2024-04-23
2414,36,2,437,2025-06-04,72,1252.22,2025-06-13
2415,33,4,494,2024-11-21,37,,2024-11-22
2416,30,3,270,2022-08-23,29,1503.99,2022-09-10
2417,43,1,383,2025-02-20,26,612.42,2025-02-26
2418,26,2,261,2023-02-12,42,8558.57,2023-02-24
2419,7,1,11,2024-01-11,71,581.24,2024-01-19
2420,36,3,419,2023-04-15,34,82.27,2023-04-21
2421,34,4,53,2025-08-07,76,6050.16,2025-08-17
2422,38,1,387,2023-01-12,46,3636.76,2023-02-02
2423,40,1,380,2022-12-28,41,1286.81,2022-12-31
2424,16,1,270,2023-09-14,40,2075.91,2023-09-19
2425,46,1,292,2022-01-05,50,2198.81,2022-01-26
2426,43,3,248,2023-05-08,51,2960.96,2023-05-15
2427,7,4,487,2024-03-13,113,10278.87,2024-03-25
2428,15,4,23,2022-12-26,102,803.93,2023-01-02
2429,4,4,231,2022-03-18,33,75.35,2022-03-25
2430,50,2,87,2022-03-22,134,15777.6,2022-04-02
2431,11,3,124,2022-11-18,104,21083.02,2022-11-24
2432,48,4,118,2025-11-01,91,1137.66,2025-11-17
2433,10,4,40,2025-08-04,104,9721.43,2025-08-26
2434,48,2,433,2023-04-01,65,1765.29,2023-04-04
2435,41,3,250,2025-01-06,58,475.83,2025-01-17
2436,45,4,380,2024-05-15,21,703.76,2024-05-23
2437,41,3,369,2024-03-01,209,3149.96,2024-03-09
2438,39,1,440,2025-05-17,24,613.23,2025-05-26
2439,5,3,419,2023-08-09,108,273.71,2023-08-16
2440,10,3,171,2023-05-19,18,1810.54,2023-05-29
2441,23,1,240,2023-07-08,84,4269.79,2023-07-18
2442,35,1,55,2025-05-14,85,13541.1,2025-05-24
2443,48,2,440,2023-05-24,115,2931.69,2023-05-27
2444,20,2,172,2022-11-16,59,11332.92,2022-11-21
2445,3,3,373,2022-11-24,52,543.06,2022-12-09
2446,41,3,209,2022-02-09,64,748.55,2022-02-19
2447,33,1,23,2025-04-26,62,505.86,2025-04-27
2448,10,1,40,2023-07-15,51,4798.41,2023-07-26
2449,20,1,440,2022-10-24,103,2890.76,2022-10-28
2450,24,1,388,2024-05-28,105,1417.96,2024-06-05
2451,24,1,67,2023-06-11,104,1678.85,2023-07-03
2452,15,1,416,2024-10-30,56,2381.4,2024-11-08
2453,25,1,143,2023-10-07,76,826.72,2023-10-19
2454,25,3,187,2025-11-07,128,1386.77,2025-11-16
2455,11,1,23,2022-10-19,70,588.13,2022-10-25
2456,49,2,91,2024-07-14,31,487.89,2024-07-19
2457,37,3,495,2022-06-12,29,709.72,2022-06-24
2458,10,1,97,2022-11-06,19,951.32,2022-11-19
2459,6,3,121,2025-06-29,93,5047.45,2025-07-25
2460,37,1,205,2024-11-21,72,4260.45,2024-11-30
2461,25,3,141,2023-10-19,112,1288.36,2023-10-29
2462,21,3,463,2023-04-02,131,828.83,2023-04-18
2463,12,1,375,2022-11-18,131,1197.24,2022-11-30
2464,36,4,85,2024-05-18,52,613.55,2024-05-27
2465,3,3,317,2024-09-11,66,542.12,2024-09-24
2466,39,1,472,2022-08-04,81,1839.49,2022-08-14
2467,29,3,369,2024-04-19,36,540.54,2024-04-27
2468,47,1,248,2025-11-11,41,2312.3,2025-12-16
2469,4,4,299,2025-11-20,40,1142.77,2025-12-02
2470,11,4,332,2024-07-24,22,391.11,2024-08-09
2471,22,1,295,2025-02-07,68,1971.43,2025-02-10
2472,48,3,206,2022-05-14,84,1854.29,2022-05-19
2473,49,4,16,2022-10-28,25,287.79,2022-11-06
2474,47,3,403,2025-11-04,11,550.0,2025-11-24
2475,37,2,46,2022-10-09,52,2629.11,2022-10-21
2476,10,4,14,2025-06-22,38,376.81,2025-07-05
2477,41,1,380,2025-07-28,12,402.71,2025-08-08
2478,38,4,53,2025-10-03,140,11880.49,2025-10-15
2479,26,4,426,2025-12-30,39,1928.46,2026-01-13
2480,45,1,176,2024-04-03,131,1751.63,2024-04-07
2481,31,1,114,2025-03-15,74,3760.05,2025-03-27
2482,13,3,124,2024-03-26,52,11202.5,2024-04-05
2483,26,3,253,0000-00-00,62,6354.48,2024-09-12
2484,3,2,479,2022-02-17,83,2328.92,2022-03-04
2485,15,1,463,2024-03-31,230,1408.15,2024-04-09
2486,23,2,318,2023-07-02,80,229.17,2023-07-08
2487,38,2,476,2025-12-20,134,6591.84,2026-01-02
2488,28,4,494,2022-04-12,155,958.55,2022-05-05
2489,11,1,288,2023-08-25,76,558.02,2023-09-02
2490,22,4,145,2023-06-25,61,1680.44,2023-06-27
2491,19,3,437,2023-09-19,143,2432.65,2023-10-15
2492,11,4,467,2024-11-29,99,3987.07,2024-12-06
2493,43,3,81,2025-08-25,45,4980.98,2025-09-03
2494,21,1,226,2022-10-29,38,1427.4,2022-11-14
2495,11,1,375,2025-09-24,16,149.73,2025-09-28
2496,31,3,481,2024-10-06,101,8840.07,2024-10-18
2497,47,4,338,2023-01-15,46,248.55,2023-02-05
2498,31,3,451,2024-06-14,27,1135.76,2024-06-24
2499,32,4,118,2022-04-09,123,1645.97,2022-04-16
2500,38,4,53,2023-10-12,52,4419.38,2023-10-25
2501,4,1,104,2024-08-06,46,558.44,2024-08-16
2502,1,1,313,2025-10-24,63,14551.19,2025-11-05
2503,44,1,460,2023-07-20,223,3091.58,2023-08-07
2504,5,4,161,2025-03-05,66,15180.21,2025-03-13
2505,47,1,322,2022-08-23,45,1050.1,2022-09-13
2506,13,1,53,2025-11-29,63,5425.01,2025-12-09
2507,43,4,413,2022-06-13,92,2350.24,2022-06-21
2508,38,3,322,2024-08-24,72,1696.95,2024-09-06
2509,45,1,304,2025-05-05,61,808.17,2025-05-14
2510,12,4,434,2024-08-22,18,633.06,2024-09-05
2511,30,3,380,2022-09-12,78,2390.5,2022-09-25
2512,48,3,222,2025-08-28,145,1292.69,2025-09-03
2513,30,1,15,2023-04-15,32,1521.37,2023-04-30
2514,38,1,87,2023-11-12,45,,2023-11-22
2515,20,1,278,2025-10-08,135,1397.63,2025-10-11
2516,9,3,62,2025-05-25,125,6764.98,2025-06-04
2517,28,3,231,2025-08-10,105,237.34,2025-08-20
2518,3,3,297,2025-10-12,91,1761.85,2025-10-28
2519,23,3,40,2023-04-30,107,9713.33,2023-05-05
2520,34,3,199,2024-02-11,43,3420.03,2024-02-22
2521,34,3,187,2022-05-11,82,850.22,2022-05-24
2522,15,3,292,2024-11-16,47,2050.34,2024-11-23
2523,4,4,179,2025-07-02,94,20512.28,2025-07-11
2524,25,4,133,2024-06-24,22,590.67,2024-07-08
2525,43,1,171,2023-05-22,76,8255.17,2023-05-31
2526,35,3,496,2023-08-27,85,1696.41,2023-09-08
2527,38,3,246,2024-10-30,42,555.1,2024-11-09
2528,10,4,336,2024-01-23,29,1622.85,2024-02-06
2529,35,3,409,2022-08-29,79,1822.29,2022-09-06
2530,7,3,56,2022-05-02,77,1134.78,2022-05-08
2531,42,1,97,2022-04-08,99,5042.09,2022-04-19
2532,35,1,268,2025-12-01,47,8709.02,2025-12-09
2533,1,2,302,2023-05-05,80,4089.74,2023-05-16
2534,28,1,312,2023-06-17,56,2877.88,2023-06-25
2535,10,3,445,2022-08-05,148,4268.91,2022-08-20
2536,44,1,205,2023-05-13,109,6195.59,2023-06-01
2537,46,1,81,2024-09-17,21,2270.68,2024-10-01
2538,3,1,78,2025-11-11,31,815.66,2025-11-24
2539,11,1,421,2024-06-19,68,1458.71,2024-06-23
2540,27,1,200,2023-09-25,68,2112.7,2023-10-09
2541,50,1,272,2023-11-02,24,1182.88,2023-11-12
2542,11,4,87,2022-07-19,65,7679.95,2022-07-22
2543,1,3,268,2025-11-14,75,14095.49,2025-11-25
2544,6,4,113,2024-02-15,24,952.52,2024-03-04
2545,25,3,454,2022-11-12,40,1388.95,2022-11-24
2546,31,2,487,2022-10-07,72,5924.16,2022-10-17
2547,46,4,143,2025-03-29,80,869.13,2025-04-13
2548,48,2,74,2023-11-27,26,923.08,2023-12-05
2549,18,3,413,2025-08-01,30,828.53,2025-08-11
2550,18,1,273,2023-11-03,185,18057.86,2023-11-09
2551,35,4,132,2024-07-28,25,2345.64,2024-08-06
2552,49,2,94,2022-08-02,8,222.95,2022-08-12
2553,24,3,398,2025-10-24,52,1632.36,2025-11-05
2554,3,4,248,2025-11-22,109,6376.45,2025-12-04
2555,5,2,211,2025-10-11,71,1631.07,2025-10-17
2556,39,2,371,2025-12-10,58,6967.16,2025-12-17
2557,34,4,281,2025-08-01,154,7355.52,2025-08-11
2558,46,1,123,2025-03-04,43,7338.41,2025-03-18
2559,4,4,265,2024-03-13,127,2846.03,2024-03-20
2560,8,4,209,2024-07-14,84,1019.07,2024-07-27
2561,15,3,311,2025-11-28,130,1089.75,2025-12-09
2562,14,1,451,2022-11-11,72,3088.27,2022-11-13
2563,45,3,384,2022-11-09,65,609.54,2022-11-15
2564,32,3,329,2023-09-26,54,2681.86,2023-10-03
2565,47,4,414,2024-12-27,35,3713.76,2025-01-12
2566,13,3,231,2024-11-17,178,,2024-11-22
2567,18,1,189,2023-05-15,92,201.03,2023-05-20
2568,27,1,336,2023-10-31,46,2369.86,2023-11-15
2569,22,2,55,2024-01-01,30,4485.09,2024-01-06
2570,46,2,279,2025-07-16,45,4387.77,2025-08-01
2571,3,3,171,2025-10-16,88,9368.06,2025-10-29
2572,46,4,56,2025-06-02,153,2227.66,2025-06-18
2573,34,3,254,2022-09-20,77,3810.32,2022-10-02
2574,9,1,425,2024-05-17,47,1944.34,2024-05-26
2575,13,4,206,2024-11-16,74,1520.69,2024-11-21
2576,28,2,31,2022-03-14,24,514.83,2022-03-20
2577,34,4,335,2024-04-29,95,572.06,2024-05-12
2578,33,1,304,2025-12-22,150,2194.2,2025-12-24
2579,46,3,492,2025-01-23,34,502.84,2025-02-06
2580,25,1,222,2025-09-22,142,1194.35,2025-10-05
2581,38,1,49,2022-09-08,64,5407.73,2022-09-21
2582,38,3,453,2024-09-27,74,7709.56,2024-10-08
2583,25,3,398,2023-07-01,21,643.48,2023-07-11
2584,7,3,288,2024-11-14,56,403.25,2024-11-21
2585,16,1,207,2022-05-26,67,2735.58,2022-05-31
2586,19,2,458,2022-09-02,28,958.43,2022-09-13
2587,40,1,25,2022-06-05,85,20721.65,2022-06-12
2588,26,4,193,2024-10-02,119,3516.05,2024-10-17
2589,23,1,206,2022-09-26,36,822.13,2022-10-03
2590,7,3,419,2023-05-31,109,272.62,2023-06-13
2591,4,1,474,2022-09-05,53,1225.02,2022-09-17
2592,23,3,119,2022-05-01,55,2395.64,2022-05-07
2593,37,2,344,2025-06-04,38,1863.81,2025-06-16
2594,13,3,217,2025-03-30,56,9038.18,2025-04-09
2595,33,3,162,2022-01-29,191,3177.55,2022-02-01
2596,8,1,238,2024-10-30,41,2061.44,2024-11-11
2597,46,1,282,2025-09-20,12,634.22,2025-10-03
2598,16,1,26,2024-02-16,18,375.52,2024-02-22
2599,33,3,258,2023-07-15,72,994.13,2023-07-16
2600,37,1,421,2025-10-16,19,383.93,2025-10-29
2601,27,1,434,2023-11-20,41,1580.93,2023-12-05
2602,25,3,134,2025-06-24,34,1284.29,2025-07-03
2603,1,2,409,2023-07-20,28,645.39,2023-08-02
2604,7,1,297,2025-08-02,84,1614.38,2025-08-16
2605,19,1,112,2025-04-29,72,1079.01,2025-05-09
2606,10,1,258,2023-09-26,121,1720.87,2023-10-06
2607,37,2,241,2023-04-28,23,663.0,2023-05-10
2608,16,3,42,2022-09-21,87,4007.07,2022-09-25
2609,15,4,380,2023-10-03,55,1694.31,2023-10-13
2610,7,1,345,2023-06-10,81,160.67,2023-06-13
2611,42,3,214,2023-03-17,41,646.7,2023-03-25
2612,12,3,282,2022-12-24,20,1086.68,2023-01-09
2613,29,4,30,2022-04-14,27,950.49,2022-04-22
2614,6,2,279,2023-06-10,86,8067.77,2023-06-19
2615,7,4,300,2024-06-26,29,976.84,2024-06-29
2616,11,1,257,2024-03-25,104,1588.84,2024-04-02
2617,41,4,174,2025-02-28,181,1794.47,2025-03-28
2618,19,1,9,2023-03-20,25,1127.55,2023-03-30
2619,29,3,325,2022-05-02,114,829.13,2022-05-11
2620,15,3,28,2024-07-08,76,1290.62,2024-07-20
2621,4,2,399,2025-06-17,32,323.16,2025-06-27
2622,47,4,292,2022-05-26,6,272.09,2022-06-11
2623,26,4,87,2022-04-25,75,8667.58,2022-05-09
2624,28,3,409,2025-02-21,116,2528.09,2025-02-28
2625,21,3,384,2022-06-02,113,971.49,2022-06-15
2626,17,4,387,2023-07-20,72,5777.68,2023-08-02
2627,25,1,345,2024-08-27,74,152.7,2024-09-05
2628,15,3,458,2023-10-27,54,1789.19,2023-11-06
2629,46,4,287,2022-11-10,47,8457.38,2022-12-04
2630,11,4,5,2024-08-10,73,2146.86,2024-08-17
2631,38,4,323,2025-09-18,68,504.7,2025-10-03
2632,41,1,456,2025-06-29,90,1373.35,2025-07-09
2633,14,3,298,2024-11-16,76,1552.46,2024-11-21
2634,21,4,344,2022-06-17,34,1663.44,2022-07-09
2635,1,1,206,2023-08-01,135,2873.16,2023-08-12
2636,38,4,299,2022-09-29,46,1271.64,2022-10-22
2637,27,4,452,2025-08-08,24,371.81,2025-08-20
2638,36,2,95,2023-10-19,29,839.58,2023-10-25
2639,38,1,223,2022-02-05,51,275.61,2022-02-17
2640,9,3,408,2022-02-15,168,4630.75,2022-02-26
2641,46,2,52,2022-07-11,55,6542.2,2022-07-25
2642,2,3,241,2022-02-15,56,1607.29,2022-02-21
2643,39,1,51,2024-09-20,62,5480.67,2024-10-09
2644,21,4,452,2024-02-19,111,1669.73,2024-03-06
2645,41,3,26,2023-11-19,22,465.25,2023-11-28
2646,2,2,385,2023-10-10,142,1116.37,2023-10-13
2647,42,3,463,2024-05-17,46,282.66,2024-06-11
2648,48,2,105,2022-01-25,77,791.02,2022-02-02
2649,4,1,194,2024-10-29,43,2072.21,2024-11-05
2650,5,1,114,2022-01-10,85,4426.13,2022-01-15
2651,39,4,248,2023-02-11,12,669.35,2023-02-22
2652,16,1,342,2023-03-15,59,2602.78,2023-03-18
2653,20,3,437,2024-10-14,79,1321.91,2024-10-17
2654,16,4,233,2025-08-01,31,1370.21,2025-08-08
2655,42,3,155,2024-12-09,18,570.22,2024-12-21
2656,11,2,313,2024-08-08,33,7584.95,2024-08-13
2656,11,2,313,2024-08-08,33,7584.95,2024-08-13
2657,15,3,458,2022-06-15,32,1033.67,2022-06-25
2658,38,2,86,2023-08-01,146,406.86,2023-08-13
2659,37,3,315,2025-07-19,26,936.11,2025-07-29
2660,10,1,325,2024-05-25,170,1235.85,2024-06-19
2661,38,4,187,2023-01-14,116,1244.6,2023-01-24
2662,11,1,171,2024-04-14,142,15681.98,2024-04-17
2663,44,3,11,2022-06-26,51,442.55,2022-07-14
2664,50,4,273,2023-02-02,53,4906.45,2023-02-12
2665,4,4,384,2023-02-07,59,532.78,2023-02-15
2666,23,1,322,2023-08-20,60,1492.27,2023-08-30
2667,27,4,306,2025-05-28,17,223.98,2025-06-09
2668,10,1,463,2024-05-25,70,428.84,2024-06-18
2669,33,2,88,2022-06-28,23,306.23,2022-07-01
2670,29,1,352,2024-06-15,13,402.7,2024-06-24
2671,10,3,361,2023-05-07,54,542.65,2023-05-18
2672,48,1,463,2025-02-15,57,340.44,2025-02-21
2673,13,3,322,2025-09-18,22,540.95,2025-09-27
2674,2,1,463,2023-09-27,65,385.12,2023-10-01
2675,14,1,471,2022-02-05,86,1913.49,2022-02-10
2676,12,1,165,2024-06-09,148,1667.62,2024-06-23
2677,25,1,403,2022-01-08,34,1648.04,2022-01-17
2678,45,2,109,2023-10-25,47,1351.66,2023-11-02
2679,34,1,62,2025-05-30,53,2870.95,2025-06-13
2680,38,2,440,2023-06-16,123,3309.69,2023-06-29
2681,41,1,187,2022-04-14,87,874.71,2022-04-24
2682,49,1,34,2023-07-03,21,593.55,2023-07-11
2683,47,2,132,2025-07-04,94,8162.21,2025-07-24
2684,28,1,122,2023-08-31,65,5561.13,2023-09-09
2685,18,1,346,2024-09-17,49,1093.4,2024-09-22
2686,14,3,451,2022-05-23,140,5907.21,2022-05-27
2687,38,4,74,2023-02-15,44,1581.03,2023-02-28
2688,19,4,15,2025-07-07,48,2194.78,2025-07-19
2689,4,3,233,2025-12-28,35,1565.91,2026-01-07
2690,40,1,213,2023-08-01,91,14287.79,2023-08-13
2691,24,2,45,2022-10-08,64,989.16,2022-10-19
